epoch,loss
0,0.180561
10,0.044685
20,0.038914
30,0.036788
40,0.035648
50,0.034909
60,0.034375
70,0.033961
80,0.033624
90,0.033340
100,0.033095
110,0.032881
120,0.032694
130,0.032533
140,0.032394
150,0.032277
160,0.032178
170,0.032095
180,0.032018
190,0.031910
200,0.031816
210,0.031751
220,0.031678
230,0.031599
240,0.031509
250,0.031395
260,0.031044
270,0.030692
280,0.030386
290,0.030043
300,0.029669
310,0.029264
320,0.028808
330,0.028307
340,0.027759
350,0.027154
360,0.026512
370,0.025860
380,0.025219
390,0.024594
400,0.023983
410,0.023381
420,0.022785
430,0.022190
440,0.021591
450,0.020984
460,0.020369
470,0.019746
480,0.019118
490,0.018491
500,0.017873
510,0.017272
520,0.016695
530,0.016146
540,0.015625
550,0.015133
560,0.014666
570,0.014223
580,0.013799
590,0.013393
600,0.013001
610,0.012617
620,0.012229
630,0.011839
640,0.011483
650,0.011171
660,0.010884
670,0.010611
680,0.010351
690,0.010103
700,0.009865
710,0.009640
720,0.009427
730,0.009225
740,0.009034
750,0.008853
760,0.008680
770,0.008513
780,0.008350
790,0.008188
800,0.008027
810,0.007865
820,0.007703
830,0.007542
840,0.007383
850,0.007227
860,0.007075
870,0.006929
880,0.006790
890,0.006659
900,0.006537
910,0.006424
920,0.006322
930,0.006230
940,0.006149
950,0.006078
960,0.006020
970,0.005972
980,0.005934
990,0.005904
1000,0.005875
1010,0.005837
1020,0.005791
1030,0.005778
1040,0.005797
1050,0.006183
1060,0.006213
1070,0.006238
1080,0.006251
1090,0.006237
1100,0.006172
1110,0.006059
1120,0.006197
1130,0.005264
1140,0.004866
1150,0.004805
1160,0.004780
1170,0.005934
1180,0.006192
1190,0.006196
1200,0.009859
1210,0.010761
1220,0.011435
1230,0.011964
1240,0.012404
1250,0.012788
1260,0.013137
1270,0.013467
1280,0.013784
1290,0.014096
1300,0.014402
1310,0.014703
1320,0.014998
1330,0.015286
1340,0.015564
1350,0.015831
1360,0.016086
1370,0.016328
1380,0.016554
1390,0.016766
1400,0.016960
1410,0.017136
1420,0.017291
1430,0.017420
1440,0.017526
1450,0.017601
1460,0.017640
1470,0.017639
1480,0.017591
1490,0.017482
1500,0.017302
1510,0.017016
1520,0.016542
1530,0.015893
1540,0.015428
1550,0.015099
1560,0.014795
1570,0.014483
1580,0.014155
1590,0.013809
1600,0.013445
1610,0.013062
1620,0.012661
1630,0.012245
1640,0.011816
1650,0.011379
1660,0.010937
